,paper (hedged),unhedged
2018-06-28,0.9910386943063059,1.1125130780245622
2018-06-29,0.9904100546419037,1.1135120302366701
2018-07-02,0.989995347749151,1.1123708916751507
2018-07-03,0.9877926551204831,1.1126137493742678
2018-07-04,0.9867131684391567,1.1115817563970425
2018-07-05,0.9864942527016871,1.1153285893190654
2018-07-06,0.9854119835318641,1.1146490191261667
2018-07-09,0.9871817850682454,1.117000155097045
2018-07-10,0.9908272471803222,1.1220501809019061
2018-07-11,0.9901767733272764,1.1193740784997575
2018-07-12,0.9886002671478655,1.1186827653000242
2018-07-13,0.987820906181084,1.1176151291764131
2018-07-16,0.9865757134816928,1.1158812120047166
2018-07-17,0.986629470194401,1.1160639528195073
2018-07-18,0.9905740656638369,1.1209065731072425
2018-07-19,0.9897184757206118,1.1199118805482695
2018-07-20,0.9881505297498341,1.1176739095239712
2018-07-23,0.9880751149499971,1.1179154574315202
2018-07-24,0.9882343517104383,1.1197965026776706
2018-07-25,0.9841381290908374,1.114570638503702
2018-07-26,0.9830821455654785,1.1159535769611377
2018-07-27,0.9862712330904742,1.11986138753416
2018-07-30,0.9869831040970807,1.121053232168612
2018-07-31,0.9883269434503124,1.1223988303648234
2018-08-01,0.9859005747204542,1.1209468196575259
2018-08-02,0.986560264762781,1.1221798852663123
2018-08-03,0.9874262076271418,1.1225077344913996
2018-08-06,0.9854916553408287,1.1203246201750217
2018-08-07,0.985314463791888,1.1199374591363598
2018-08-08,0.9841785557906167,1.1188447682813127
2018-08-09,0.9816466670966566,1.1160264488886862
2018-08-10,0.9828990281587789,1.1155027726027678
2018-08-13,0.978666079877254,1.1086812457783088
2018-08-14,0.979421958123907,1.1090303294949502
2018-08-15,0.9797965726161639,1.1084241552635046
2018-08-16,0.9729372995509757,1.10033635296402
2018-08-17,0.9757599632353814,1.1030158900982119
2018-08-20,0.9794645382762088,1.109054457076656
2018-08-21,0.9819292482827738,1.11209528743983
2018-08-22,0.9838296094650845,1.1150914604099966
2018-08-23,0.9845568965701623,1.1161252974731801
2018-08-24,0.9840702938945138,1.115841724520307
2018-08-27,0.9843430105772663,1.1187744229131318
2018-08-28,0.9835520675268408,1.1180708850160903
2018-08-29,0.9851478614679995,1.1205346261210862
2018-08-30,0.9830398194262312,1.1185155474143116
2018-08-31,0.9815322961330838,1.1151931591163253
2018-09-03,0.9801965462235667,1.1135854825781768
2018-09-04,0.9828387629629722,1.1139269941797056
2018-09-05,0.9838620400051936,1.112896648643839
2018-09-06,0.9853735175520993,1.1139041225194035
2018-09-07,0.9899533890893106,1.119043086094465
2018-09-10,0.9887013228579113,1.118302278226833
2018-09-11,0.9872545056058692,1.1162612536986003
2018-09-12,0.988250268199805,1.1187146719960623
2018-09-13,0.9930740845720071,1.1247731558623952
2018-09-14,0.9943152968393926,1.1262940691470043
